id,ot,alias,setcode,type,atk,def,level,race,attribute,category
13314457,3,0,0,33,600,100,1,131072,2,8192
13316346,3,0,0,33,0,2000,4,32,1,8192
13317419,3,0,0,4,0,0,0,0,0,10251
13331639,11,0,0,16777313,4000,4000,16842764,8192,32,17039363
13332685,2,0,451,161,2400,1800,8,524288,32,262656
13361027,3,0,41,4129,1000,1000,3,8192,8,1311744
13364097,11,0,4430,131076,0,0,0,0,0,1027
13382806,3,0,0,33,0,0,2,16384,8,263168
13386407,11,0,262,130,0,0,0,0,0,262144
13386503,3,0,0,33,1700,1600,5,32768,1,262144
13391185,3,0,4218,33,1500,1800,4,1,16,17
13408726,9,0,180,16777377,2500,3000,84213769,8388608,16,4
13409151,3,0,0,2097185,900,300,3,16384,1,2048
13429800,3,0,0,17,1600,800,4,131072,2,0
13438207,3,0,0,4,0,0,0,0,0,5242880
13452889,3,0,69,67108897,2400,161,3,16777216,32,294912
13455674,11,0,234,8225,3000,3000,9,32,2,262148
13455953,3,0,41026,33,100,1000,1,1,1,512
13474291,3,0,24,33554465,1000,0,4,4,2,84148224
13478040,3,0,0,33,100,100,1,16384,1,67108866
13482075,11,0,262,161,2300,0,5,16,32,8196
13482262,11,0,279,524290,0,0,0,0,0,262179
13486638,11,0,14352570,1048580,0,0,0,0,0,3221233666
13492423,11,0,85,33,2000,2800,8,1,16,262144
13504844,3,0,176,4,0,0,0,0,0,263168
13510157,11,0,420,33,1800,700,4,64,1,393216
13513663,11,0,0,131076,0,0,0,0,0,1318912
13518809,3,0,0,161,2900,3000,10,4,16,21004288
13521194,11,0,0,33,1600,1200,4,8,32,4456448
13522325,3,0,0,33554465,1700,1000,4,128,4,2367488
13529466,11,0,244,97,1000,1800,4,16384,32,0
13532663,3,0,0,2097185,800,800,2,256,1,4096
13533678,11,0,384,33,1300,700,2,4096,32,262656
13536606,3,0,0,67108897,1900,138,3,16777216,16,794624
13536607,1,0,0,16401,0,0,1,16777216,16,0
13556444,3,0,163,4,0,0,0,0,0,262144
13567610,11,0,0,33554465,3000,2500,10,32,16,8224
13574687,3,0,0,8225,0,0,3,32,4,4194306
13582837,3,0,11,33,900,0,1,1,32,4194560
13599884,3,0,0,33,250,300,1,32,1,2
13604200,3,0,0,2,0,0,0,0,0,262656
13611090,11,0,208,65538,0,0,0,0,0,8192
13626450,3,0,0,65538,0,0,0,0,0,1
13629812,3,0,97,131076,0,0,0,0,0,4
13647631,11,0,0,33,2800,2000,10,32,1,270339
13650422,11,0,24584,33,2100,800,4,8,16,268435968
13662809,11,0,8428,2,0,0,0,0,0,512
13676474,3,0,0,17,1500,800,4,8,32,0
13683298,3,0,0,33,2500,2000,7,4096,16,2
13685271,3,0,0,4,0,0,0,0,0,1
13694209,11,0,325,33,2000,1500,8,2,16,271360
13708425,3,0,87,4129,300,1300,3,8,4,8192
13708888,11,0,614408,97,2500,2000,10,8,32,16777216
13722870,11,0,0,97,2200,800,6,1,32,262144
13723605,3,0,0,17,1600,1000,4,8,32,0
13735899,11,0,0,97,3000,1500,8,2,16,8196
13744068,11,0,69,33,2000,0,6,8,32,270338
13756293,11,0,109,97,2400,1100,7,8192,32,34865152
13758665,3,0,152,131074,0,0,0,0,0,1
13760677,3,0,0,16777249,1800,0,84213764,16,32,16778240
13761956,3,0,44,4129,800,200,1,128,4,2105344
13764602,3,0,0,524290,0,0,0,0,0,786944
13764603,3,87669905,335,16401,0,0,2,1,16,0
13764881,11,0,87,4129,100,100,1,8,16,262144
13803864,3,0,387,97,300,100,6,4,16,262144
13821299,3,0,0,33558561,1900,1600,4,8,32,262144
13836592,11,0,0,33,2700,1500,10,16384,1,33563664
13839120,11,0,81,33,1200,1200,4,32,1,512
13846680,3,0,0,33,2000,1500,7,524288,4,2097154
13851202,11,0,156,33,1900,700,4,1,16,8200
13857930,3,17732278,31,97,500,1100,4,1024,16,133376
13890468,11,0,8373,33,0,2000,4,64,8,32
13893596,11,0,0,33554465,-2,0,10,2,32,270344
13903402,11,0,308,33,2400,2400,9,1024,16,512
13923256,3,0,311,33,700,2000,4,32768,2,1049
13927359,11,0,186,4,0,0,0,0,0,2147484672
13935001,11,0,223,131076,0,0,0,0,0,262156
13935002,11,0,223,16401,2000,2000,4,32768,32,0
13944422,3,0,0,33,1900,700,4,524288,2,12582912
13945283,3,0,0,33,1000,1850,4,8,32,16
13955608,3,0,0,131076,0,2000,4,32,1,270336
13959634,11,0,275,33554465,2800,2200,8,262144,2,64
13965201,11,0,217,65538,0,0,0,0,0,262144
13972452,11,0,208,2,0,0,0,0,0,32
13974207,11,0,0,33,1700,1000,4,4096,16,1
13995824,3,0,0,8225,2500,2000,7,16384,16,136
13997673,3,0,0,2,0,0,0,0,0,256
14001430,11,0,113,524290,0,0,0,0,0,8240
14005031,3,0,0,131076,0,0,0,0,0,3221225472
14015067,3,0,0,17,1800,1900,6,16384,1,0
14017402,3,0,0,97,3200,2000,10,8192,8,542113796
14025912,11,0,306,2,0,0,0,0,0,270336
14037717,3,0,0,17,1400,1200,4,512,8,0
14047624,3,0,57,33,2700,1800,7,1,4,4194304
14055212,3,0,0,4,0,0,0,0,0,8
14057297,3,0,0,4,0,0,0,0,0,288
14087893,11,0,0,65538,0,0,0,0,0,2048
14088859,11,0,4587529,2,0,0,0,0,0,285474816
14089428,3,0,0,33,1700,1000,4,32,16,786432
14089429,3,0,0,16401,1500,1500,4,32,16,0
14094090,11,0,0,130,0,0,0,0,0,262144
14105623,11,0,284295321,16777233,2700,2000,134742023,8192,32,262144
14108995,11,0,386,131074,0,0,0,0,0,0
14124483,11,0,602120,33,2500,2000,7,1,16,8192
14141448,3,0,0,33554465,2600,2500,8,2048,1,262144
14146794,11,0,309,33,300,0,1,16777216,32,0
14148099,3,0,21,33,2300,1100,6,32,32,83886082
14152693,11,0,223,33,1200,1000,4,32768,32,262408
14152862,11,0,0,8388641,2700,2000,6,2,16,-2147483647
14154221,3,0,0,131074,0,0,0,0,0,3
14166715,11,0,407,130,0,0,0,0,0,264192
14169843,11,0,201,33,800,0,1,1024,8,8650752
14181608,3,0,0,17,800,600,2,1024,1,0
14198496,11,0,0,33,0,0,1,2,16,256
14212201,11,0,142,33,2000,0,5,16,32,262144
14214060,3,0,0,17,2600,200,6,2,1,0
14220547,11,0,21299549,131074,0,0,0,0,0,8200
14225239,3,0,12296,97,1400,1000,5,1,2,131072
14235211,11,0,0,4129,500,200,1,8192,16,16793600
14255590,3,0,0,33,700,1000,4,16,32,128
14258627,3,0,0,33,2800,1000,8,256,1,1318912
14261867,3,0,0,33,300,200,2,2048,32,10240
14283055,11,0,0,65538,0,0,0,0,0,270336
14289852,3,0,0,524290,0,0,0,0,0,17825792
14291024,3,0,0,33554465,-2,-2,1,32,16,270336
14301396,1,0,111,8388641,2000,2000,4,1,16,8224
14306092,3,0,0,8388641,1800,2000,3,131072,2,67117056
14307929,11,0,26935729,8225,2500,2000,8,33554432,16,263168
14309486,3,0,29,33,1900,1200,4,256,1,2
14315573,3,0,0,1048580,0,0,0,0,0,0
14318794,3,0,0,131076,0,0,0,0,0,8388608
14342283,3,0,0,131076,0,0,0,0,0,16785408
14344682,3,0,0,33,1600,1200,4,1,1,2048
14357527,11,0,368,33554465,3000,3000,8,2048,1,270336
14365823,11,0,251,67108897,1800,3,2,4,16,4194304
14386013,3,0,0,2,0,0,0,0,0,1792
14391625,11,0,408,4129,1500,2100,4,4,16,537141280
14391920,3,0,0,65538,0,0,0,0,0,4
14393464,11,0,306,131076,0,0,0,0,0,8203
14418464,11,0,381,16777249,800,800,16842754,32,4,262144
14430063,3,0,69,33,1400,1600,4,8,32,4194304
14457896,3,0,0,33,500,300,2,2048,1,2147745792
14462257,11,0,0,33,2900,2100,8,2,2,1024
14463695,11,0,243,262146,0,0,0,0,0,262144
14464864,3,0,0,4,0,0,0,0,0,512
14466224,3,0,0,33554465,1000,800,8,512,8,274432
14469229,3,0,52,16777249,1500,1800,33685508,1,4,16785408
14470845,3,0,15,4,0,0,0,0,0,4980736
14470846,3,29843092,15,16401,0,1000,2,16384,16,0
14470847,3,29843092,15,16401,0,1000,2,16384,16,0
14472500,3,0,0,33,800,800,2,2048,1,1049088
14478717,3,0,380,131076,0,0,0,0,0,0
14504454,11,0,372,33,0,2000,3,8,32,262656
14505685,3,0,147,33,1000,1000,2,16777216,16,262144
14506878,3,0,0,2097185,500,500,3,32,16,1040
14507213,3,0,23,4,0,0,0,0,0,536870912
14509651,3,0,0,33554465,2800,2200,8,8,32,263171
14512825,3,0,0,33,0,300,3,1024,1,33685504
14513016,11,0,4277,33,200,1000,2,1048576,8,0
14513273,11,0,9965816,16777249,2500,2000,16842759,2,16,33817096
14517422,3,0,239,2,0,0,0,0,0,262144
14529511,11,0,417,97,3000,2000,9,33554432,1,523
14531242,3,0,0,17,1800,1700,4,8,32,0
14532163,11,0,0,2,0,0,0,0,0,3
14532164,11,14532163,0,2,0,0,0,0,0,3
14536035,11,0,0,33,1700,1600,4,1,32,262152
14541657,3,0,43,33,1500,100,4,1,32,33620480
14550855,3,0,11,4,0,0,0,0,0,520
14553285,3,0,4175,33554465,900,2300,9,2,16,67380227
14554127,2,0,0,131076,1800,1800,4,256,1,262144
14558127,11,0,0,4129,0,1800,3,16,4,2147483648
14558128,11,14558127,0,4129,0,1800,3,16,4,2147483648
14568951,3,0,43,33,2100,1200,5,262144,2,-2147418112
14575467,11,0,0,17,2000,0,4,16,1,0
14577226,11,0,240,8225,2400,2000,7,2,8,4456448
14602126,11,0,115,65538,0,0,0,0,0,1073741824
14604710,11,0,254,65538,0,0,0,0,0,262146
14613029,3,0,38,4,0,0,0,0,0,3
14618326,3,0,43,2097185,300,300,1,1,1,1
14624296,11,0,4250,33,0,300,1,32,1,294912
14625090,11,0,307,131074,0,0,0,0,0,33563664
14644902,3,0,0,2097185,800,900,3,2,16,262144
14677495,3,0,24642,33,800,1100,3,16384,1,262656
14702066,3,0,0,33,1900,1200,5,32,1,4194304
14708569,1,0,0,17,800,1000,3,1024,1,0
14729426,3,0,0,33,0,500,1,524288,16,4096
14730606,3,0,0,131076,0,0,0,0,0,1048832
14731897,3,0,0,65538,0,0,0,0,0,8192
14733538,11,0,0,65538,0,0,0,0,0,0
14735698,11,0,180,130,0,0,0,0,0,262144
14745409,3,0,8314,262146,0,0,0,0,0,8192
14756848,11,0,154,33,1000,1000,10,32,1,262145
14759024,3,0,83,33,2100,1400,5,32,16,512
14761450,3,0,90,4129,1800,600,5,64,2,264192
14763299,3,0,155,33,1600,1000,4,4,16,262144
14771222,3,0,0,33,1400,1200,4,1,2,2097160
14772491,3,0,0,131074,0,0,0,0,0,262144
14778250,11,0,0,33,2000,1200,5,2,8,262144
14785765,11,0,51,33,1600,1000,4,512,32,4456464
14799437,11,0,187,33554465,3000,3000,10,8,4,2147483650
14812471,11,0,281,67108897,500,2,1,16777216,4,16777732
14812659,3,0,0,33,1500,1500,4,1048576,8,0
14816688,3,0,0,2,0,0,0,0,0,2147746084
14816857,11,0,333,33,0,2000,1,512,8,262660
14821890,11,0,363,4,0,0,0,0,0,786435
14821891,1,20001444,363,20497,0,0,4,8388608,2,0
14824019,3,0,4206,33,500,400,2,2,2,512
14839621,3,0,0,131076,0,0,0,0,0,16
14851496,3,0,0,17,1200,1500,4,64,2,0
14878871,11,0,0,33,300,100,4,16384,1,1311232
14878872,11,14878871,0,33,300,100,4,16384,1,1311232
14882493,3,0,0,33,1600,1200,4,1,32,8704
14883228,11,0,0,4,0,0,0,0,0,1
14886190,11,0,334,2,0,0,0,0,0,270344
14886469,11,0,0,33,1700,1200,4,8,4,262144
14898066,3,0,0,17,1900,1200,4,32768,32,0
14898067,3,14898066,0,17,1900,1200,4,32768,32,0
14920218,11,0,152,16777249,2100,1400,33685510,2,8,1040
14934922,11,0,281,4,0,0,0,0,0,11
14936691,3,0,62,33,2400,1200,6,524288,16,2048
14943837,11,0,0,4129,1000,2000,4,8192,8,538182656
14957440,3,0,0,4129,1000,1000,1,16384,1,67960832
14957441,3,0,0,16401,-2,-2,1,16384,1,0
14959144,11,0,22282595,33554465,2000,700,7,32,2,262656
14970113,11,0,241,8388641,-2,-2,4,32768,1,1073750016
14972952,11,0,419,1048580,0,0,0,0,0,2214593792
14977074,3,0,0,17,1800,1500,5,32768,4,0
14983497,11,0,55,4129,400,600,2,512,8,262144
14989021,3,0,301,33,2700,1000,7,512,8,6291456
15001619,3,0,131,33,2200,2500,6,1,1,270336
15001940,11,0,406,161,1600,1850,4,1,32,263200
15005145,11,0,418,4129,1600,1600,4,2,16,17039872
15013468,3,0,92,33,3000,2500,10,16384,16,4456448
15023985,3,0,0,17,1600,1500,5,256,1,0
15025844,11,0,0,17,800,2000,4,2,16,0
15028680,11,0,0,8225,2400,1800,6,1048576,1,4
15033525,3,0,0,33,2600,2200,8,128,4,4456452
15042735,1,0,0,17,900,200,2,2,8,0
15052462,3,0,0,262146,0,0,0,0,0,8192
15066114,3,0,0,33,2600,2400,7,16777216,16,8194
15079028,11,0,0,33,1200,1200,4,4,1,544
15083304,11,0,286,4,0,0,0,0,0,2147483904
15083728,3,0,0,4,0,0,0,0,0,2
15090429,3,0,0,33,1500,1600,4,4,8,2097152
15092394,11,0,186,8388641,2000,2000,5,512,32,1078198274
15094540,11,0,4268,131076,0,0,0,0,0,262148
15103313,3,0,0,65538,0,0,0,0,0,8
15123983,1,0,0,8225,1000,1200,3,16384,16,262144
15130912,11,0,381,16777249,1100,1100,16842756,2,2,2281963523
15146890,11,0,152,16777233,1800,900,16842756,2,1,2
15150365,3,0,0,33,1000,700,3,2,16,64
15150371,1,0,69,17,700,600,2,8,32,0
15155568,3,0,214,4,0,0,0,0,0,2147483655
15169262,3,0,57,4129,300,200,2,128,4,8192
15171722,11,0,24654,33,1600,400,4,65536,4,520
15173384,3,0,0,33,1200,2200,5,2,32,262144
15175429,3,0,99,33,1200,900,3,32,32,4194305
15177750,11,0,0,131076,0,0,0,0,0,8651816
15180041,3,0,231,33554465,1000,1000,4,1,16,2148802560
15187079,11,0,4129,33,3000,3000,10,2048,32,135168
15198996,3,0,43,33,600,600,2,1,8,264192
15216188,11,0,442,4,0,0,0,0,0,4456450
15232745,3,0,290062408,8388641,1000,100,1,32,16,1090527232
15237615,11,0,0,65,2100,1700,6,1,1,0
15240238,3,0,0,8225,0,2300,3,512,8,-2147475456
15248594,11,0,306,12321,2500,0,8,16777216,4,515
15248873,3,0,0,65538,0,0,0,0,0,0
15256925,3,0,0,65538,0,0,0,0,0,0
15259703,3,0,98,131074,0,0,0,0,0,0
15259704,3,15259703,98,131074,0,0,0,0,0,0
15270885,3,0,11272290,4194337,2300,0,4,1,1,395264
15286412,3,0,20546,4,0,0,0,0,0,7
15291624,11,0,284,97,2600,2400,8,4096,32,16777220
15294090,3,0,0,4,0,0,0,0,0,262144
15303296,11,0,0,17,1000,500,3,8,32,0
15305240,3,0,0,2,0,0,0,0,0,4096
15306543,11,0,0,524290,0,0,0,0,0,1536
15308295,11,0,4332,16777249,1000,2000,134742019,8,32,4097
15310033,11,0,4119,4129,0,0,1,32,32,262144
15313433,3,0,11,4,0,0,0,0,0,4457472
15317640,3,0,21,33,2500,800,7,32,1,218103810
15327215,11,0,4157,33,500,2000,4,1,32,270340
15335853,3,0,4123,33,2100,100,4,32,8,16777220
15341821,3,0,0,33,300,300,3,1024,1,786432
15341822,3,0,0,16401,0,0,1,1024,8,0
15341823,3,15341822,0,16401,0,0,1,1024,8,0
15367030,11,0,0,17,1200,1400,4,2048,1,0
15381252,3,0,0,65538,0,0,0,0,0,4194304
15381421,11,0,0,33,1800,0,4,8192,16,1564
15383415,3,0,0,33,500,1000,3,2048,32,2050
15388353,11,0,406,524290,0,0,0,0,0,1792
15394083,3,0,24642,33,1200,800,3,16384,1,786432
15394084,3,0,24642,16401,0,0,3,16384,1,0
15397015,11,0,0,33,2000,2000,4,32,16,0
15401633,11,0,0,17,800,400,2,1,1,0
15419596,11,0,0,33,1300,1500,4,512,32,2197856256
15443125,11,0,384,65538,0,0,0,0,0,262144
15447747,3,0,288,131076,0,0,0,0,0,268706852
15449853,3,0,266,131074,0,0,0,0,0,50339872
15452043,3,0,159,33,600,600,2,131072,2,8192
15458892,3,0,0,33,1100,500,4,32,8,262160
15462014,3,0,0,131074,0,0,0,0,0,2151677960
15464375,3,0,0,33,1000,1000,5,2,2,270344
15471265,3,0,0,65538,0,0,0,0,0,8192
15475415,3,0,12,33,1500,1000,3,524288,16,67371008
15480588,3,0,0,17,1500,1200,4,524288,1,0
15495787,3,0,154,33,100,2100,3,32,1,17039360
15502037,3,0,8294,33,800,2000,3,256,1,262144
15507080,3,0,0,17,700,500,2,2,32,0
15510988,3,0,0,17,700,600,2,4096,8,0
15520842,11,0,85,2,0,0,0,0,0,4096
15521027,3,0,38,33558561,100,100,1,32,1,134480132
15543940,3,0,70,65538,0,0,0,0,0,285474824
15545291,3,0,0,33,2800,1000,8,256,1,259
15552258,3,0,0,4,0,0,0,0,0,8192
15555120,3,0,0,2,0,0,0,0,0,8196
15561463,3,0,0,8388641,2400,2800,6,1,1,2
15574615,3,0,0,33554465,4000,0,10,32,16,262144
15576074,11,0,87,2,0,0,0,0,0,544
15582767,11,0,0,131076,0,0,0,0,0,257
15590355,3,0,380,131074,0,0,0,0,0,786432
15590356,3,0,0,16401,0,0,0,16777216,4,0
15595052,3,0,0,33,1700,800,4,1,16,2
15605085,11,0,2,33,2500,1500,7,32,16,4194304
15609017,3,0,0,2,0,0,0,0,0,3
15610297,3,0,227,33,0,0,1,8,32,2231697408
15613529,11,0,0,33,800,2000,4,2,16,2147811328
15627227,3,0,0,67108897,1800,40,2,8192,32,262168
15629801,3,0,0,2,0,0,0,0,0,786432
15629802,3,0,0,16401,-2,-2,0,0,0,0
15635751,3,0,544870522,524290,0,0,0,0,0,262656
15653824,3,0,0,33,1000,1200,3,8,32,262144
15658249,3,0,62,33,1400,1500,3,524288,16,2048
15661378,11,0,0,97,2700,2000,9,8192,2,4
15667446,3,0,6,33,1500,2400,6,8,32,270336
15684835,3,0,0,4,0,0,0,0,0,4202496
15693423,11,0,0,4,0,0,0,0,0,4
15710054,11,0,260,2097185,500,1800,2,2048,1,262145
15717011,11,0,70,33,1000,1600,3,256,16,270794752
15721123,3,0,0,33,1100,2500,5,2048,1,33816576
15721392,3,0,220,65538,0,0,0,0,0,262144
15734813,11,0,0,17,0,2100,4,16384,1,0
15735108,11,0,0,2,0,0,0,0,0,0
15744417,3,0,0,33,2500,2450,7,1,1,151134464
15746348,11,0,191,33,1850,1500,5,2,2,262656
15754711,11,0,307,65538,0,0,0,0,0,17039360
15758127,11,0,355,131076,0,0,0,0,0,263216
15767889,3,0,0,2081,1700,1600,4,1,16,1024
15771991,3,0,82,33,0,0,10,64,2,270848
15792576,3,0,0,33,2200,1600,6,8,1,520
15800838,11,0,0,4,0,0,0,0,0,64
15808381,11,0,309,33,800,800,2,16777216,4,518
15820147,1,0,0,17,800,1000,3,64,2,0
15839054,11,0,23,33,800,600,2,2,32,805306880
15844566,11,0,257,67108897,2300,41,3,16777216,4,2147491840
15845914,11,0,0,33554465,2500,2500,8,2,16,8192
15848542,11,0,307,33,2700,1700,8,8192,8,17039376
15854426,11,0,55,524290,0,0,0,0,0,2359808
15862758,3,0,23658568,8388641,-2,-2,13,8,16,65536
15866454,3,0,0,2,0,0,0,0,0,16
15871676,3,0,83,33,1300,800,3,32768,16,262144
15893860,3,0,0,33,1600,1000,4,32,2,67108866
15894048,11,0,0,33,3000,2200,8,65536,1,0
15914410,3,0,0,8388641,1800,1000,3,4,16,16779264
15935204,3,0,0,33,2300,2000,6,1048576,8,4194336
15936370,3,0,0,16777249,1500,1500,67371012,8388608,32,257
15939229,11,0,4271,8388641,3500,3000,8,8,32,2147484673
15939448,3,0,62,33,800,2000,4,2048,1,2176
15941690,3,0,112,33,1300,400,3,256,16,262144
15943341,11,0,0,4,0,0,0,0,0,4194816
15947754,3,0,0,33,1400,1400,4,32768,32,64
15951532,3,0,4,33,2400,1800,6,1,1,16777216
15960641,11,0,0,33,1600,600,4,8192,16,0
15967552,11,0,0,4,0,0,0,0,0,262144
15978426,3,0,159,33,1000,2000,4,16384,1,520
15981690,11,0,0,33,800,600,3,65536,1,270336
15982593,11,0,418,8225,3500,2000,12,32,16,16777218
15983048,3,0,357,4129,1600,1600,4,8,16,262144
15989522,11,0,0,97,2600,2100,7,8192,8,8195
16001119,3,0,327,33,100,200,1,4,4,537133056
16003979,11,0,4121,33,1400,1000,3,512,8,262432
16006416,11,0,4271,97,2800,2400,8,8,4,262144
16008155,3,0,60,33,100,100,1,524288,32,0
16020923,11,0,309,33,1200,600,4,16777216,16,512
16021142,11,0,155,33,1400,2000,4,4,16,0
16024176,3,0,230,33554465,2000,2000,1,1,32,262400
16037007,11,0,72,8388641,2700,2300,7,1048576,1,2147483651
16051717,11,0,4147,8225,2600,2000,7,512,32,3
16067089,3,0,0,4,0,0,0,0,0,262656
16110708,9,0,8061000,8388641,3000,2500,9,8192,16,139264
16111820,11,0,34,33,2300,1500,6,65536,4,262144
16114248,3,0,22,97,1600,1200,5,32,1,131072
16135253,3,0,0,33,1500,1300,4,4,1,134479872
16146511,3,0,0,2081,1500,1000,4,1,4,262144
16157341,3,0,136,33,1600,300,4,512,16,16384
16165939,11,0,0,131074,0,0,0,0,0,0
16169772,11,0,0,2,0,0,0,0,0,268697600
16172067,11,0,4165,8225,3500,3000,10,8192,32,73730
16178681,11,0,284295321,16777249,2500,2000,67371015,8192,32,512
16178682,11,16178681,284295321,16777249,2500,2000,67371015,8192,32,512
16178683,11,16178681,284295321,16777249,2500,2000,67371015,8192,32,512
16178684,11,16178681,284295321,16777249,2500,2000,67371015,8192,32,512
16188701,11,0,0,33,1700,1400,4,16777216,16,528
16191953,3,0,0,33,2600,1400,8,1048576,1,1048578
16195942,11,0,20652147,8388641,2500,2000,4,8192,32,8192
16195943,11,16195942,20652147,8388641,2500,2000,4,8192,32,8192
16197610,3,0,24,33,800,0,4,4,2,84148224
16209941,11,0,286,33,1500,400,4,8,32,262400
16222645,3,0,0,33,500,800,2,1,8,2
16223761,11,0,0,33,1600,1600,4,4096,16,262147
16226786,3,0,0,2097185,200,500,3,8,32,1026
16227556,3,0,0,131074,0,0,0,0,0,0
16227633,11,0,417,65538,0,0,0,0,0,262144
16229315,11,0,0,33,650,600,2,2048,1,8
16238373,3,0,0,2,0,0,0,0,0,560
16240772,11,0,414,65538,0,0,0,0,0,33562634
16241441,3,0,30,33,300,300,2,2048,4,262144
16246527,1,0,0,17,950,1100,3,16384,1,0
16246535,1,0,0,12321,2400,500,5,1048576,1,537133056
16255173,3,0,0,33,2500,2000,8,1,32,270336
16255442,3,0,0,4,0,0,0,0,0,2098184
16259549,3,0,72,8388641,400,900,3,512,16,58720288
16261341,3,0,266,33,2800,2300,9,4,16,279044
16268841,3,0,0,33,1700,1200,4,4,1,8388608
16269385,3,0,288,524290,0,0,0,0,0,8712
16272453,3,0,97,2,0,0,0,0,0,257
16278116,11,0,0,131076,0,0,0,0,0,1048576
16279989,11,0,141,33,1600,0,3,16,32,2560
16304628,11,0,12296,97,2200,2600,6,1,1,2105344
16306932,11,0,153,50331681,-2,-2,202113036,8192,16,270880
16308000,3,0,0,131076,0,0,0,0,0,33554440
16310544,11,0,397,130,0,0,0,0,0,4456451
16312943,3,0,380,33,1800,1800,4,16777216,4,262656
16313112,11,0,281,161,2800,2000,8,16777216,4,4194306
16317140,11,0,0,131076,0,0,0,0,0,271384
16329071,11,0,254,4,0,0,0,0,0,288
16353197,3,0,0,17,900,800,3,524288,1,0
16360142,11,0,306,33,1000,1000,4,16777216,4,270336
16366810,3,0,128,33,0,1000,1,8,1,32
16366944,3,0,0,33,1200,1600,4,2048,16,262144
16392422,3,0,98,4194337,900,1400,4,2,32,393472
16404809,11,0,0,33,1000,700,3,8,32,520
16428514,3,0,237,2097185,1600,1800,4,8192,1,2560
16430187,3,0,0,65538,0,0,0,0,0,0
16433136,11,0,397,262146,0,0,0,0,0,16777232
16435215,3,0,0,2,0,0,0,0,0,320
16437822,3,0,0,65538,0,0,0,0,0,34
16469012,3,0,0,33,2000,1500,5,1,16,65536
16471775,11,0,355,2,0,0,0,0,0,516
16474916,11,0,370,33,500,800,4,2,16,1082392576
16475472,3,0,69,33,2100,1000,5,8,32,4
16475473,3,16475472,69,33,2100,1000,5,8,32,4
16480084,3,0,24654,33,1100,2000,4,65536,4,8704
16494704,11,0,153,130,0,0,0,0,0,262144
16507828,11,0,0,65,2200,2000,6,65536,2,0
16509093,3,0,0,33,1600,1700,4,16,1,10240
16516630,3,0,51,33,1300,900,5,512,32,16777218
16527176,11,0,42,8193,3000,1800,9,16384,1,2097152
16528181,11,0,0,131074,0,0,0,0,0,16777224
16550875,3,0,86,262146,0,0,0,0,0,9216
16556849,3,0,0,33,1700,1200,4,1,16,2
16587243,3,0,0,17,1800,1700,4,2048,1,0
16589042,11,0,189,33,2300,2100,7,1,32,0
16598965,11,0,0,4,0,0,0,0,0,0
16605586,11,0,49160,33,1100,600,3,1,32,263168
16616620,3,0,0,2,0,0,0,0,0,262144
16617334,3,0,159,33,0,0,1,16384,2,16777216
16625614,3,0,0,524290,0,0,0,0,0,138870784
16632144,11,0,0,4129,100,100,1,1,2,262144
16638212,3,0,0,4129,0,100,1,4,16,262148
16643334,11,0,85,8388641,1800,2500,4,8192,16,50593792
16674846,3,0,0,4,0,0,0,0,0,1024
16678947,3,0,0,4,0,0,0,0,0,5242882
16684346,11,0,0,33,1100,1100,4,16777216,16,1044
16691074,11,0,153,8388641,2800,2500,7,8192,2,262144
16693254,11,0,58,33,1500,800,4,2,2,512
16699558,11,0,0,8388641,4000,0,8,8192,16,2147753984
16708652,3,0,17,65538,0,0,0,0,0,10240
16719140,3,0,6684909,33,1800,1200,4,1,1,0
16719802,3,0,0,33,1900,1000,4,8192,16,0
16720314,3,0,293,4,0,0,0,0,0,256
16725505,11,0,8214,4129,100,100,1,32,8,0
16751086,3,0,62,33,600,1400,3,2048,4,128
16759958,11,0,201,4129,0,0,1,1024,16,8650756
16762927,3,0,46,131074,0,0,0,0,0,65536
16768387,3,0,0,2097185,1200,1000,4,8,32,0
16769305,3,0,0,2101281,500,1500,3,32,4,536870912
16780318,3,0,0,2,0,0,0,0,0,263474
16796157,3,0,0,33,1600,1000,4,32768,16,1536
16802689,3,0,230,33554465,2000,2000,12,1,32,262400
16825874,3,0,0,4129,800,200,3,2,8,536870912
16828633,11,0,2,4129,800,1200,3,32,32,0
16832845,3,0,0,4,0,0,0,0,0,1310724
16849715,3,0,265,131076,0,0,0,0,0,16
16886617,11,0,60,33554465,2600,0,8,524288,32,262146
16889337,11,0,0,545,800,1800,4,8,32,528
16893370,11,0,401,33,1500,3000,10,4,16,272928
16898077,3,0,0,33554465,3000,2500,8,32,8,3
16899564,11,0,0,17,1600,800,4,1,1,0
16906241,3,0,83,33,2200,1200,6,1,16,262144
16909657,3,0,60,33,1800,1200,4,524288,32,263168
16923472,3,0,88,33,1600,500,3,32768,32,64
16926971,11,0,852367,8225,2300,2000,7,16777216,32,528
16938770,11,0,115,4,0,0,0,0,0,262146
16940215,11,0,42,4129,200,300,1,1024,1,2147483649
16943770,3,0,4123,33,1600,400,3,32,8,17301504
16943771,3,31533705,4123,16401,0,0,3,32,8,0
16946849,3,0,0,131076,0,0,0,0,0,786432
16946850,3,0,0,16401,300,300,1,4,16,0
16947147,3,0,8214,33,100,2000,4,32,8,264192
16955631,2,0,439,8388641,1300,2000,1,256,1,4325891
16956455,3,0,0,33,1800,1000,4,32768,1,1
16958382,11,0,35,33554465,4000,4000,10,8192,32,263212
16960120,11,0,307,33,500,1700,3,8192,4,262680
